,Text
748,@ClareCraigPath Interesting
749,@john_beans @DirtyTesla Interesting
750,What is the general population (no knowledge of symptoms) accuracy of a sars-cov2 PCR test &amp; is it possible to gene… https://t.co/VbIU7ds4UQ
751,"@PPathole @cleantechnica A good PCR test should identify if I have the cov2 spike proteins, although I have heard s… https://t.co/M8Vj2gaOfs"
752,"@justpaulinelol @cleantechnica Mild sniffles &amp; cough &amp; slight fever past few days. Right now, no symptoms, although I did take NyQuil."
753,"@cleantechnica Technically, I tested positive, then negative twice, then positive again, so “Elon Musk Tests Negati… https://t.co/6ohTA09S5l"
754,The carousel turns ever faster
755,@JoeInGeneral @andrewbogut Yup
756,@ajtourville Exactly
757,@JaneidyEve Symptoms of a typical cold. Nothing unusual so far.
758,"@BLKMDL3 If it’s happening to me, it’s happening to others. I’m getting PCR tests from separate labs. Results will take about 24 hours."
759,"Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two cam… https://t.co/Z2V15u7Zcf"
760,"@austinbarnard45 Burst disk worked, so vehicle appears to be ok. We’ll have to swap out at least one of the engines."
761,@tobyliiiiiiiiii @SpacePadreIsle @austinbarnard45 Maybe melted an engine preburner or fuel hot gas manifold. Whatev… https://t.co/5elyX8PjlG
762,@austinbarnard45 We lost vehicle pneumatics. Reason unknown at present. Liquid oxygen header tank pressure is risin… https://t.co/SZc90HnTi8
763,@DrPhiltill <U+0001F923><U+0001F923><U+0001F44D>
764,"RT @Teslarati: Tesla tops list of 2020’s Most Attractive Employers for US engineering students
https://t.co/KKNYQlet0o"
765,4 Astronauts fly to @Space_Station on Sat night from Cape. First operational flight of Crew Dragon. https://t.co/uZCGiKciKb
766,@Cardoso Luck is the best superpower
767,RT @SpaceX: Thank you to all those who have served and sacrificed #VeteransDay https://t.co/U8kN4FZpJ9
768,RT @SpaceX: Crew access arm swings into place https://t.co/XAImd6nLJV
769,@hiromichimizuno Yes
770,@Kristennetten It is an honor that they would choose to work with me. I strive to ensure that the companies enable… https://t.co/OTdwCSk3cK
771,Such a privilege to work with people I like &amp; respect so much. I feel blessed.
772,"RT @Commercial_Crew: The Flight Readiness Review for the Crew-1 mission to the @Space_Station has concluded, and @NASA and @SpaceX are GO t…"
773,RT @SpaceX: Falcon 9 and Crew Dragon vertical on Launch Complex 39A https://t.co/hBVUHWv3Ab
774,@DJSnM @DavidHuber15 @nickhenning3d @SpaceX @ErcXspace @Neopork85 @C_Bass3d @Caspar_Stanley @SpacexVision @FelixSchlang Probably
775,@TeslaNY @Tesla Happy to see this :)
776,"@SamTalksTesla @Tesla I do expect this to become an important product for the world, but probably not financially material for Tesla"
777,@nickhenning3d @SpaceX @ErcXspace @Neopork85 @C_Bass3d @Caspar_Stanley @SpacexVision @FelixSchlang There’s no entry… https://t.co/NCafKnfZlc
778,@SamTalksTesla @Tesla Tesla makes the RNA Bioreactor that can make vaccines / cures. CureVac has version 2 in use.… https://t.co/OPouohyAmu
779,RT @SpaceX: Crew Dragon and Falcon 9 in the hangar at Launch Complex 39A ahead of launching four astronauts to the @space_station; liftoff…
780,@TesLatino Checking
781,@pcgamer I just hope this game doesn’t twist itself to tedium out of fear of being canceled
782,RT @boringcompany: Rumor has it that "Austin Chalk" is geologically one of best soils for tunneling. Want to find out? Austin jobs now avai…
783,https://t.co/d0i2w8wNKG
784,"Yes, you can have my damn cookie! should be a browser setting"
785,@teslaownerssv @Tesla Thanks to a lot of great Autopilot/AI hardware &amp; software engineers at Tesla!
786,@BBCTech For sure
787,@MKBHD @Vyyyper Will be worth it
788,@MKBHD Exactly
789,@Model3Owners @MKBHD Sure
790,"@MKBHD Actually, it’s still there https://t.co/2zLKc8Fc2d"
791,@Ed_Spartan_117 @Tesla @NYKChannel Wait until you see what Cybertruck will do
792,@MKBHD This is accidental. Will be back shortly.
793,RT @Tesla: 20k Superchargers and counting https://t.co/urudyt9Eui
794,@Erdayastronaut @RenataKonkoly @SpaceNews_Inc Am hoping to change booster design to land back on launch mount with… https://t.co/HpRGPtt6ru
795,@Vasu42698392 @amyceskridge Chip has temp sensor &amp; automatically maintains safe temp
796,@reganlovetesla @RenataKonkoly @SpaceNews_Inc Enough already on my plate &amp; Tesla’s. Maybe one day will do a prototy… https://t.co/tGPWEJ7WQA
797,"@amyceskridge Neuralink won’t overclock the brain, it will transfer processing to the supercomputer extension of yo… https://t.co/NByBBFX0T2"
798,@flcnhvy @PPathole @cleantechnica We rewrote all labeling software for 4D. Very different from labeling single phot… https://t.co/mLTBdsQuTy
799,@PPathole @cleantechnica Version 1 is about a year away
800,@RenataKonkoly @SpaceNews_Inc It would appear that their calculations were incorrect
801,@SpaceNews_Inc China understands the profound importance of reusability. The era of expendable rockets will soon be over.
802,@cleantechnica <U+2660><U+FE0F><U+2660><U+FE0F> Tesla Autopilot/AI team <U+2660><U+FE0F><U+2660><U+FE0F>
803,"@cleantechnica Good explanation. 4D is essential for dynamically occluded objects, especially in large intersection… https://t.co/ooJ9PqAyHj"
804,RT @archillect: https://t.co/5U3fNqFhr1
805,"The Phantom of the Opera 
Is here … inside your mind"
806,@LinusTech @SpaceXStarlink @SpaceX <U+0001F1E8><U+0001F1E6> <U+0001F600>
807,@PPathole Just looking for problem-solvers who get things done with a high sense of urgency. Don’t care if or where they went to school.
808,"When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them"
809,"A New Banner is needed
Neither hard left nor right"
810,@PPathole Another fine day in the simulation …
811,"@Nereide Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other… https://t.co/cQo2rjLRBv"
812,"@Nereide Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it to… https://t.co/6y42KMCPGk"
813,420 is ten times better than 42
814,<U+0001F917>
815,RT @SpaceX: Deployment of GPS III-4 confirmed https://t.co/fCFJRcWMti
816,RT @SpaceX: Falcon 9’s first stage lands on the Of Course I Still Love You droneship https://t.co/hd0IBPX3T5
817,RT @SpaceX: Liftoff! https://t.co/LI4O0TNmL8
818,@LinusTech @SpaceXStarlink @SpaceX Awaiting approval from Canadian authorities
819,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.
820,@Chad_Hurley @realDonaldTrump @kanyewest Stop being a chad
821,@Chad_Hurley @realDonaldTrump @kanyewest Uh … Chad wtf
822,"@TechAmazing Einstein was great, but did not succeed at engineering (and he tried)"
823,"@jtrevorchapman Yeah, that will be relatively easy, as so few users out in the ocean"
824,"@ICannot_Enough @ZainRaz4 @vincent13031925 @JonErlichman Yes, although I didn’t expect the stock to rise so much so… https://t.co/TMW6phbef0"
825,"@FutureJurvetson @PPathole Super appreciate your support, Steve! That convertible loan gave us 6 months of runway.… https://t.co/eJ7iOVx2W4"
826,@ZainRaz4 @vincent13031925 @JonErlichman Closest we got was about a month. The Model 3 ramp was extreme stress &amp; pa… https://t.co/WuHekj0HIo
827,"@vincent13031925 @JonErlichman I put in my last money, even though I thought we would still fail. But, it was eithe… https://t.co/9bGKEz9d8a"
828,"@JonErlichman That funding round completed 6pm on Christmas Eve in 2008. Last hour of last day possible, as investo… https://t.co/UmfGjnkoxm"
829,@josh_bickett @PPathole Yes
830,"@PPathole Lowering Starlink terminal cost, which may sound rather pedestrian, is actually our most difficult technical challenge"
831,"@itshamzahkhan As soon as we get regulatory approval. Hopefully, around middle of next year."
832,"@thesheetztweetz Right now, it takes about 5 mins to set up, but, with future improvements, probably less than 3 mi… https://t.co/8EhBQC3FA0"
833,@kjell_arne @flcnhvy Canada and Norway are next after we get US out of early beta!
834,@enn_nafnlaus @flcnhvy Didn’t realize that was possible. No problem if there’s a way get current design Cybertruck approved in Europe!
835,"@flcnhvy As soon as we get country approval. This is required for each country individually, as no EU-wide approval… https://t.co/8ZBt9qJD9H"
836,"@jason_rassett Lower latitude states need more satellites in position, so probably January"
837,Several thousand more Starlink beta participation invitations going out this week
838,@LouisWFerreira New design is better with many minor tweaks. Even the small details matter.
839,@engineers_feed Haha
840,Very close to actual expected flight! https://t.co/ruEdIPhTil
841,"@Nigel_Lockyer I could not be more excited about the new supercollider! That said, while it is considerably larger,… https://t.co/s3typirk4U"
842,@WholeMarsBlog @steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn… https://t.co/pqsjZOPAj5
843,@steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average… https://t.co/oZAzv1iGXa
844,@AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average @EliBurton_ Tesla Tex… https://t.co/g2INiRy9ES
845,@kyzcralotSxaM Yes
846,Penguin Random House <U+0001F634> should change the name to Random Penguin<U+0001F525>
847,"@austinbarnard45 Sure, although it might be quite a short livestream! Lot can go wrong, but we’ll provide video, wa… https://t.co/JmOJn9HhxS"
848,@FNarolles @TGMetsFan98 This is what matters most
849,@Erdayastronaut @KlotzAdam @NASASpaceflight We’ve tested a sub-scale version in a wind tunnel with active aero clos… https://t.co/M8xZLZVSAq
850,@flcnhvy @RGVaerialphotos https://t.co/HEz9otgJJH
851,@RGVaerialphotos Lord of the …
852,"@TGMetsFan98 @KlotzAdam @NASASpaceflight @Erdayastronaut Yeah. Although, if it fails right at the end, some landing… https://t.co/daQDIIWB9x"
853,@flcnhvy @NASASpaceflight @Erdayastronaut Minor
854,"@KlotzAdam @NASASpaceflight @Erdayastronaut Understanding exactly how the body flaps control pitch, yaw &amp; roll duri… https://t.co/79jvi22N2R"
855,"@NASASpaceflight @Erdayastronaut But, a RUD right off launch pad is also possible. Fortunately, SN9 is almost ready."
856,"@NASASpaceflight @Erdayastronaut Stable, controlled descent with body flaps would be great. Transferring propellant… https://t.co/vPIIPpDV02"
857,@teslaownersSV @Kristennetten @TesLatino Every 5 to 10 days
858,"@Kristennetten @teslaownersSV @TesLatino Faults will never be zero, but at some point the probability of a fault wi… https://t.co/INU2XAJD7u"
859,@teslaownersSV @TesLatino We measure this primarily in intervention probability. This update addressed several issu… https://t.co/zyF8EFD6IH
860,"@TesLatino Thanks to a great Autopilot/AI team working super hard! 

Doing “neural nets” without testing them again… https://t.co/mnN6S3srrE"
861,@auchenberg Latency will improve significantly soon. Bandwidth too.
862,@teslaownersSV This build should be noticeably better with interventions
863,@RationalEtienne @teslaownersSV @toadmeister Yes
864,"@teslaownersSV @toadmeister I’ve spent more than half my life in California &amp; love the state. But, frankly, I think… https://t.co/s5xouoedjT"
865,@toadmeister And … Sweden is still right with zero deaths Oct 29 https://t.co/b0LyGOtobI
866,"@TOCNewYorkState True. Also, fewer heart attacks, as way easier to pump blood in 37% gravity."
867,"@MalekKhelifi24 @9inety6Prince @engineers_feed Now we’re talking. Also, Stephenson 2-18 is in the constellation Scrotum haha."
868,@engineers_feed Small fry. The sun converts over 4 million tons of mass to energy every second.
869,@WholeMarsBlog Accurate
870,@ajtourville @EndelSound @Grimezsz https://t.co/2hx6tlA8F7
871,@bluemoondance74 @SpacePadreIsle Some challenges with high winds. Looks like Sunday for static fire.
872,@SpacePadreIsle Great shot!
873,@EndelSound @Grimezsz Future AI will appreciate this
874,@Teslarati Truth is stranger than fiction
875,@waitbutwhy <U+0001F609>
876,@universal_sci Urf is so smol
877,@homantse28 For a long time
878,"Truth be told, I’ve eaten at JitB many times over the years, even the teriyaki bowl"
879,Might buy a Jack in the Box footstool
880,"@skorusARK Approximately, log(rate)"
881,"@challengerST Same bot, just change setting to “combat”"
882,"@SamTalksTesla Well, being a phased array antenna, it is actually rather flat!"
883,Tesla should make <U+0001F525> catgirl robots?
884,@MachinePix Little crane: “Am I just a toy to you!?”
885,@coffeemaestro_ <U+0001F923><U+0001F923>
886,"Come here … no, come, here <U+0001F447>"
887,"Wow, this mayo sure is salty!"
888,@PPathole @pcgamer Max Payne was great on many levels. Silent Hill good too.
889,Jack in the Box should do double duty as a sperm donor clinic — name is <U+0001F44C>
890,@TheWPMontgomery @pcgamer One of the best games ever
891,@ThatDudeShannon @pcgamer FEAR 1 with modern graphics &amp; sound would rock
892,@1matthewgarcia @pcgamer Ok :)
893,@ZZCOOL @pcgamer All games in this thread are far scarier &amp; more creatively so than any horror movie
894,@pcgamer FEAR 2 is best imo. Also Dead Space 2. They will haunt your dreams.
895,@rakyll https://t.co/p1aGokwQpV
896,"@jgrano305 @flcnhvy To the best of my knowledge, literally zero equipment was usable without major repairs or upgra… https://t.co/VrWvoP79qD"
897,@flcnhvy All that was left were broken bots &amp; equipment hardly worth the scrap metal value. But we scrounged up spa… https://t.co/yWQqaSrBt8
898,@flcnhvy And there were actually zero employees in the factory after GM/Toyota left. They took all good equipment &amp;… https://t.co/C7dfuasTPm
899,@ajtourville Bettern nothin or ur <U+0001F4B0> back!
900,@WholeMarsBlog <U+0001F4AB> <U+0001F6F0>
901,@HyperChangeTV Tesla team has done great work!
902,"@HyperChangeTV Well, tbh, our capex efficiency in 2017 was trash <U+0001F62C>"
903,@westcoastbill Testing for covid is a license to print money
904,"@arctechinc @Tesla Yes, very helpful. Thanks all beta testers!"
905,@Erdayastronaut Video training &amp; inference is essential for excellent autonomy
906,"@engineers_feed Sigh … there should be a new supersonic jet, this time electric"
907,@WorldAndScience Critical to humanity’s future
908,Congratulations SpaceX Team! https://t.co/nO1Z98a94f
909,@TesLatino Mine is a few days ahead
910,"@EliBurton_ @teslaownersSV Sure, it could be an option in settings"
911,@teslaownersSV Visualization will tone down significantly for production. These are intentionally strident colors.
912,@Erdayastronaut @tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ Sure
913,"@Erdayastronaut @tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ I’m in Boca every week, so maybe we could talk th… https://t.co/Vb4WD40bsC"
914,@tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ Good point. Probably next week in form of a written piece on SpaceX website.
915,@austinbarnard45 @SuperclusterHQ Great pics! That we now have the beginnings of a Starship production system is most meaningful.
916,"@WholeMarsBlog Yup. With beta updates, there’ll be a lot of 2 steps fwd, 1 step back situations, but pace of improv… https://t.co/H2xcSVnGdO"
917,@bart_sanders Working on it. Also needs to be able fart at other cars on command.
918,@SpacePadreIsle Starship is coming together!
919,Price change is pushed to Thursday next week. Applies only to US for now. One week clock will start in other countr… https://t.co/cjhTxCseLt
920,@austinbarnard45 There will be a 360 deg glass Star Bar (name tbd) at top of high bay
921,"@DMC_Ryan Well, we have said many times that the price will rise as the product functionality improves. How much ti… https://t.co/xMeMO5Nu0M"
922,@StephenKing Agreed. Are these performance tires?
923,"@SpaceX Just a small-seeming issue with loss of upper stage camera. Probably nothing serious, but standing down to… https://t.co/ZK1vR9xWZL"
924,@flcnhvy Sure
925,"Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday"
926,@TeslaGong @PPathole @teslaownersSV @tesla_raj As soon as we complete testing &amp; regulators approve. So many differe… https://t.co/d4uoA1jnCX
927,@PPathole @teslaownersSV @tesla_raj Yes
928,@teslaownersSV @tesla_raj Haha
929,@Teslarati Dependent on proving high safety
930,@WholeMarsBlog Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle f… https://t.co/PcZpbD8JJ6
931,"@Erdayastronaut Cold gas for now, hot later"
932,"@Rubix161 I mean, ya gotta have a tiki bar …"
933,"Starship nosecone, high bay &amp; tiki bar https://t.co/9qXYxMMIUj"
934,@IEEEorg …
935,@Erdayastronaut After it gets to orbit a few times
936,@Erdayastronaut Got a little melty tbh :)
937,"@Erdayastronaut Those engines could go 300 bar, but would be dicey. Pushing it for near-term tests doesn’t achieve… https://t.co/pULPf49me1"
938,@Erdayastronaut Raptor has now run for 90 secs at 300 bar chamber pressure before encountering issues. 210 mT-F sea… https://t.co/Rg2eRWhZnT
939,"FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should."
940,Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.
941,@PPathole @toadmeister Yes. We also have to consider population life-months lost from lockdowns &amp; other restriction… https://t.co/0Ct2sVAngy
942,@toadmeister Sweden at zero deaths Oct 15 https://t.co/Gy9a20uMmX
943,@JoshTownsend_96 Yes
944,"@juanjacobs @jwangARK Firmware is probably a slightly more accurate description, but yes"
945,"RT @Tesla: There's no place like home..especially if it has a Solar Roof.

This Kansas ranch got theirs installed in 4 days."
946,"@PPathole @flyerandyp @mojosusan Mobi-C has too much mobility, fusion has too little. We need Mobi-D haha."
947,"@flyerandyp @mojosusan Actually, it’s my neck … https://t.co/2vCoAxsrV3"
948,"@flyerandyp @mojosusan Maybe I can be helpful. Had Mobi-C disc put in at C5-C6, however 1st surgery failed to remov… https://t.co/Czykfyo0IX"
949,@jwangARK Pretty accurate. It’s not so much DNA sequencing as it is using synthetic DNA/RNA to fix bugs in our code… https://t.co/y6GcySVGhM
950,@SamTalksTesla London to Beijing would be cool
951,"@SamTalksTesla Wow, that would be quite a trip!"
952,@CiNoTpyrC That’s my kid haha
953,møtør trèndé https://t.co/V0yo4JKbS2
954,@TechAmazing Looks like snoopy
955,@Tesmanian_com Current production is slightly better
956,@bamtheteslaman1 @cleantechnica Doesn’t seem to be any life in this solar system. Maybe under the ice of Europa or… https://t.co/izk0v9Gi47
957,"RT @Tesmanian_com: Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report

https://t.co/7C0V16WT6Y"
958,@cleantechnica Very creative
959,@flcnhvy That free fusion reactor in the sky conveniently converts ~4 million tons of mass into energy every second… https://t.co/3R0oWMReuP
960,@Kristennetten @teslaownersSV You never know
961,@PPathole After
962,@Xbox <U+0001F622>
963,"@WhatsupFranks @kimpaquette Also, system should autodelete old data automatically by default"
964,@UniverCurious Table in tension
965,@kimpaquette Yes
966,"@teslaownersSV Starting production on 7 seater next month, initial deliveries early December"
967,"The gauntlet has been thrown down! 

The prophecy will be fulfilled. 

Model S price changes to $69,420 tonight!"
968,@Neopork85 @SpaceX @NASASpaceflight @austinbarnard45 @whoisheartbreak @Erdayastronaut @FelixSchlang… https://t.co/2Z5mRScc4G
969,@gem8mingen @Tesla Congratulations!
970,@Teslarati Making progress
971,9 meter or roughly 30 ft diameter
972,Will be less roomy with 3 vacuum rocket engines added https://t.co/pKtDFdiZYC
973,"@flcnhvy @WholeMarsBlog @Kristennetten @boringcompany @Tesla It’s still there, but focus is Vegas &amp; Prufrock, our new tunneling machine"
974,@AstroJordy @Kristennetten @boringcompany @Tesla For sure
975,@WholeMarsBlog @Kristennetten @boringcompany @Tesla Maybe a month or so. Some finishing touches need to be done on the stations.
976,"@Kristennetten @boringcompany @Tesla We simplified this a lot. It’s basically just Teslas in tunnels at this point,… https://t.co/1xhs2AwXB9"
977,@PlayOverwatch Sweet …
978,@antonkanerva Yes. Everything is slow to a phased array antenna.
979,@lexfridman Nice
980,“What is love? Baby don’t hurt me.”— Winston Churchill
981,@PlayOverwatch @twomad Or maybe 2 weak turrets to allow more strategic degrees of freedom
982,@PlayOverwatch @twomad Please buff Torb’s turret!
983,@twomad Um … yes
984,@teslaownersSV I have Goosebumps 2 merch. Not sure how tbh.
985,@teslaownersSV HG2G
986,@teslaownersSV LotR
987,<U+0001F918> The Illuminaughty <U+0001F918>
988,@ChotiHaque @BillGates @DougStanhope @bobdylan @charltonbrooker @EricIdle @JimCarrey @JohnCleese @sapinker Knee deep
989,"RT @SpaceX: This will be the first flight of the upgraded cargo version of Dragon, which is able to carry 50% more science payloads than th…"
990,RT @SpaceX: The Dragon spacecraft supporting SpaceX’s 21st cargo resupply mission to the @space_station departed our Hawthorne factory last…
991,@chipro Yeah
992,@WR4NYGov At least success is in the set of all possible outcomes this time!
993,"@bad_at_life @WholeMarsBlog Diess is doing his best to move in the right direction, but he’s in a tough position wi… https://t.co/tDF8U6Nd4C"
994,@flcnhvy Good grief! SpaceX is getting zero money for this. Starship is designed to carry people &amp; cargo around Ear… https://t.co/v37QM1KycR
995,"@Teslarati With FSD, we got stuck in a lot of local maximums, which wasn’t clear until we hit the ceiling. This time, it’s right."
996,"@RationalEtienne @28delayslater Thank you, much more accurate haha"
997,@28delayslater This graph appears to be upside down
998,@Teslarati Sheer magnitude of the entire production system is hard to appreciate. Almost every element of productio… https://t.co/H8pS02oelK
999,@TeslaClubIN @cleantechnica Will release order configurator probably in Jan
1000,"@cleantechnica Limited FSD beta releasing on Tuesday next week, as promised. This will, at first, be limited to a s… https://t.co/4QrYmB7iI0"
1001,"@shortword @jwangARK The SoC’s sync with each other 20 to 30 times/sec, exchanging output of NNs that should be in… https://t.co/9cBJMEaaVW"
1002,@jwangARK Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets… https://t.co/dFWLHXU7Ce
1003,"@jwangARK Accurate analysis. Quite a few 
ego/intelligence&gt;&gt;1 people in your comment thread haha. Neither MobilEye… https://t.co/FdliGoHK01"
1004,@PPathole @slashdot !
1005,@OhioTesla @JenDunlap_ @Tesla @CARandDRIVER @teslaownersSV @Teslarati @ElectrekCo Glad Jen is safe!
1006,@PPathole @slashdot Wow
1007,"@slashdot Uh ok, here we go …"
1008,@Teslarati I don’t think this is accurate
1009,"@Erdayastronaut @MariaBartiromo @POTUS @realDonaldTrump @JeffBezos @MorningsMaria @FoxBusiness Yeah, there are lite… https://t.co/gHoiSZ1V6r"
1010,"@Tesmanian_com Even if half that amount, it’s still a big deal!"
1011,@enn_nafnlaus @electricfuture5 <U+0001F923><U+0001F923>
1012,@MariaBartiromo @POTUS @realDonaldTrump @JeffBezos @MorningsMaria @FoxBusiness I have seen no evidence of an advanc… https://t.co/hBTdTJYTtc
1013,@electricfuture5 We face a tough dichotomy of applying resources to the old architecture or applying them to the ne… https://t.co/6qGhblfRK8
1014,@flcnhvy Definitely
1015,"@enn_nafnlaus Exactly. He plays the “poor inventor” card, but was rich all along &amp; invented nothing (as far as I kn… https://t.co/205zz8AL33"
1016,@enn_nafnlaus There are sketchy edits to Tesla wiki that whitewash Eberhard’s problems/glorify his role. Pretty odd… https://t.co/PPSorKWdI8
1017,@enn_nafnlaus When Eberhard was fired from the Tesla CEO role in mid 2007 for providing false information to me &amp; t… https://t.co/8hJ3VlxZfP
1018,@Carrenimfa Interesting
1019,RT @CRAdvocacy: “The future of cars can and will be electric if the entire industry starts making and marketing compelling EVs for everyone…
1020,@Erdayastronaut @flcnhvy @PelleBrannvall @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang… https://t.co/XlBiDpmUuQ
1021,@teslaownersSV @Erdayastronaut Probably
1022,@Erdayastronaut I have that exact art on the wall of the place I stay in Boca Chica!
1023,"@RationalEtienne @toadmeister Yes, failure to protect nursing homes was a major mistake (happened in most countries… https://t.co/CMvdKMriSh"
1024,@toadmeister Sweden was right https://t.co/bzc2lFDjZQ
1025,@Erdayastronaut @PelleBrannvall @flcnhvy @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang… https://t.co/lGPVl7K1mI
1026,@Teslarati Great work by SpaceX valve engineering &amp; production!
1027,@Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX Our tiles are mechanically attached
1028,@flcnhvy @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX It m… https://t.co/wHXamj12IQ
1029,@Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX Tiles will be… https://t.co/XPnQrCXQNc
1030,"@ID_AA_Carmack Compilers need to improve imo. Most type, pointer (or other memory) problems can be detected at comp… https://t.co/n3rZP4uDI1"
1031,@RGVaerialphotos @SpaceX I’m proud to say that that nose is pointier than it needs to be haha
1032,"RT @MotorTrend: We put the 2020 @Tesla Model Y Long Range electric SUV on our test track to find out what it can do—and it turns out, well,…"
1033,@SDG2030 @anandmahindra @MetniGeorges @ErikSolheim @berniehollywood Norway leads the world
1034,@NASASpaceflight Passed cryo proof
1035,@johnkrausphotos @SuperclusterHQ @SpaceX <U+0001F44D>
1036,"@ajtourville Yeah, it’s not a contest. Advanced casting crushes best-case 3D printing, but casting doesn’t work wel… https://t.co/UscSeP00AQ"
1037,@Astro_FarmerBob @astro_Pettit @AstroKomrade @AstroAnnimal Great pics!
1038,@johnkrausphotos @Patreon @SuperclusterHQ @SpaceX Maybe this should be the flag of Mars
1039,"@TashaARK Additive manufacturing of parts is still far too costly for cars, but can rapidly create tooling to accel… https://t.co/z9kxjt9Umj"
1040,"@RenataKonkoly @franktinsley @ankitXupta @TashaARK Pretty much, but I think it may end on a high note"
1041,"RT @SpaceX: Starman, last seen leaving Earth, made its first close approach with Mars today—within 0.05 astronomical units, or under 5 mill…"
1042,@EVHQ2 @TashaARK Meant to say that it should be fixed in the latest wide release. Won’t need to wait for FSD.
1043,@EVHQ2 @TashaARK It should be
1044,@franktinsley @ankitXupta @TashaARK Exactly. We barked up that tree for way too long (sigh). Gives a false sense of… https://t.co/aIGaEnC8f0
1045,"@PicklePunchD @PPathole @TashaARK Yes, we will play sexy snake jazz <U+0001F923>"
1046,@ZainRaz4 @PPathole @TashaARK Yes
1047,"@PPathole @TashaARK Yeah, provided we do our metal gear snake autocoupler"
1048,"@TashaARK Waymo is impressive, but a highly specialized solution. The Tesla approach is a general solution. The lat… https://t.co/BbchdqHjjA"
1049,"@akidesir @Kristennetten Yeah, we could put in a setting allowing it to drop as low as 5%"
1050,"@ErcXspace @SpaceX @Erdayastronaut @MarcusHouseGame @FelixSchlang Great render. Note, there will need to be an arm… https://t.co/9g2N7FvSCZ"
1051,@Kristennetten Mimecraft
1052,@TeslaGong @TeslaTested Yes
1053,@ICannot_Enough @TeslaTested Autopilot team is making great progress. Reality sure is complicated!
1054,"@ErcXspace @MarcusHouseGame @brendan2908 @BocaChicaGal @NASASpaceflight Aspiring to have no flame diverter in Boca,… https://t.co/KyENxZ94oy"
1055,@eugenelee3 @MarcusHouseGame @brendan2908 @BocaChicaGal @NASASpaceflight We do have giant steel balls haha
1056,"@TeslaTested We just completed a financing round, but will let you know when there is another one"
1057,@IheartTesla @alex_avoigt @mike_zimon @WholeMarsBlog I definitely need to try these tasty cakes &amp; pastries on my next visit!
1058,@MarcusHouseGame @brendan2908 @BocaChicaGal @NASASpaceflight Mass ratio. Liquid oxygen is much denser than liquid m… https://t.co/GNhcI8rEh3
1059,@IheartTesla @alex_avoigt @mike_zimon @WholeMarsBlog Had the most amazing kebab ever just outside of Tacheles. Too… https://t.co/DsGVWDHGNV
1060,@IheartTesla @alex_avoigt @mike_zimon @WholeMarsBlog döner kebab
1061,@TribeHoh @SpaceX @WAStateCommerce You’re most welcome!
1062,@brendan2908 @BocaChicaGal @NASASpaceflight High bay should be finished (except for the giant gantry crane) within… https://t.co/mIEAHkGnFO
1063,@alex_avoigt @mike_zimon @WholeMarsBlog That looks tasty!
1064,@tesladri @ChananBos @raytech247 @WholeMarsBlog The crash absorption rails can be cut off &amp; replaced with a bolted part for collision repair
1065,@ICannot_Enough @WholeMarsBlog Sandy Munro understands engineering
1066,@flcnhvy @teslaownersSV @raytech247 @WholeMarsBlog That would be like licensing Battlestar Galactica. Actually buil… https://t.co/Hi2oD05YE8
1067,"@teslaownersSV @raytech247 @WholeMarsBlog Yes, the Gigafactory is the hardest &amp; most critical product"
1068,@ChananBos @raytech247 @WholeMarsBlog Battery pack will be a bonded structure with cells providing shear transfer b… https://t.co/NbZQeKw0qx
1069,@raytech247 @WholeMarsBlog But now we understand production much better. It will be our primary competitive advantage long-term.
1070,@raytech247 @WholeMarsBlog Even GM &amp; Chrysler went bankrupt in 2009. Ford and Tesla are the only US car companies t… https://t.co/ieaOuIsJRi
